PassengerId,Survived_pred,Prob
1004,1,0.8516064528265611
1005,1,0.8551897619459243
1006,1,0.8025546683379909
1007,0,0.20384233039470329
1008,0,0.15274283909616643
1009,1,0.8324874523552148
1010,0,0.1600867850567198
1011,1,0.8532417629664053
1012,1,0.8504812736560722
1013,0,0.15216700830775584
1014,1,0.8972248252709921
1015,0,0.14325298261410463
1016,0,0.15143547657776063
1017,1,0.7339154805735406
1018,0,0.1445215383131208
1019,1,0.7718153257542665
1020,0,0.15377907004268487
1021,0,0.14324592991168986
1022,0,0.14839293503519177
1023,0,0.15561368150386234
1024,0,0.2888890950703678
1025,0,0.14377477702076255
1026,0,0.15524705581596998
1027,0,0.14299617426343014
1028,0,0.15521479664495907
1029,0,0.1412231992482828
1030,1,0.5282852831013943
1031,0,0.2018561121880272
1032,0,0.20773089414598953
1033,1,0.8774350566952374
1034,0,0.25126853427507123
1035,0,0.15209511826327796
1036,0,0.15428544204190747
1037,0,0.11482518704011495
1038,0,0.15465194165958843
1039,0,0.14484335655784142
1040,0,0.1546036684799079
1041,0,0.13039659525643196
1042,1,0.8834863850315009
1043,0,0.15391573975497247
1044,0,0.15258741539351067
1045,0,0.5
1046,0,0.09680454673812702
1047,0,0.14261131984676903
1048,1,0.8485295887460126
1049,1,0.5275720331678588
1050,0,0.15428544204190747
1051,1,0.6127587538607059
1052,1,0.8530911151208781
1053,1,0.6048954328531382
1054,1,0.8564213554720151
1055,0,0.14293433956723162
1056,0,0.15331499576745136
1057,0,0.43630843786807405
1058,0,0.16795619463301723
1059,0,0.09342464392943436
1060,1,0.8500441078150128
1061,1,0.5355106013312984
1062,0,0.14363883515591974
1063,0,0.15453249928796758
1064,0,0.11992341599631084
1065,0,0.15337101374354703
1066,0,0.15174436603096214
1067,1,0.9185756408100373
1068,1,0.8798735404832699
1069,0,0.2620960022299905
1070,1,0.659299573293961
1071,1,0.6472291731900667
1072,0,0.14222998111575746
1073,0,0.23776911768669612
1074,1,0.8896647812949451
1075,0,0.15143547657776063
1076,1,0.8759270880238956
1077,0,0.15477016345047911
1078,1,0.918899554120373
1079,0,0.11354050961896821
1080,0,0.15469621712607548
1081,0,0.1526811375908604
1082,0,0.13635188893233702
1083,0,0.15459325313861064
1084,0,0.354932510343377
1085,0,0.1283220024786179
1086,1,0.8094046576561722
1087,0,0.14929193650053046
1088,1,0.5988564404207556
1089,1,0.5513461703549165
1090,0,0.1425603145407158
1091,1,0.5133855313069374
1092,1,0.8622587903423689
1093,1,0.8455022914550847
1094,0,0.40242367364536735
1095,1,0.939571227985702
1096,0,0.1400264105357542
1097,0,0.1553033857492253
1098,1,0.8292589231851031
1099,0,0.1410478104262746
1100,1,0.8490850122012304
1101,0,0.14285464805134396
1102,0,0.1724780264556913
1103,0,0.14299785745945728
1104,0,0.24764927099308381
1105,1,0.7684552374845346
1106,0,0.2866688116305405
1107,0,0.1539925248536108
1108,1,0.8532801367057539
1109,0,0.28680339677411654
1110,1,0.8920974456778931
1111,0,0.14429038174611641
1112,1,0.8575169154485097
1113,0,0.14635207436799216
1114,1,0.8463730587445689
1115,0,0.1460304037652662
1116,1,0.7831954633557154
1117,1,0.6468936841699694
1118,0,0.14350305487861142
1119,1,0.8531127838849832
1120,0,0.1655500269605914
1121,0,0.14879040001156166
1122,0,0.26395693214216803
1123,1,0.8838211190898724
1124,0,0.12078138702870375
1125,0,0.15151022222759467
1126,0,0.23352608702214694
1127,0,0.14815822734276246
1128,0,0.28586234959656903
1129,0,0.17298444060277
1130,1,0.8936262007547724
1131,1,0.9065461520219917
1132,1,0.7687459215244866
1133,1,0.7955825779426775
1134,0,0.2612431713692795
1135,0,0.14407746759525275
1136,0,0.0807057705099716
1137,0,0.15915976320115105
1138,1,0.864006360345941
1139,0,0.10833346751708689
1140,1,0.8532417629664053
1141,1,0.6853848743433666
1142,1,0.9308591257728017
1143,0,0.14824788326211508
1144,0,0.21284126977909845
1145,0,0.14491154609454113
1146,0,0.15097579765967664
1147,0,0.14363883515591974
1148,0,0.15143547657776063
1149,0,0.14429038174611641
1150,1,0.8481719470165375
1151,0,0.14600420120095392
1152,0,0.12373340446517642
1153,0,0.14610406807493478
1154,1,0.8671109049859946
1155,1,0.8293648314748172
1156,0,0.12849253635754473
1157,0,0.144088315468024
1158,0,0.1546774079079256
1159,0,0.14363883515591974
1160,1,0.5131401443809492
1161,0,0.159232943994472
1162,0,0.1795032530983841
1163,0,0.15143547657776063
1164,1,0.8712787564577527
1165,1,0.8531752378267048
1166,0,0.15336762746779278
1167,1,0.8491704482517367
1168,0,0.1393897147427719
1169,0,0.14355820627418928
1170,0,0.1329585809767832
1171,0,0.14461898400323692
1172,1,0.5305202522684705
1173,1,0.7612075964931971
1174,1,0.8531127838849832
1175,1,0.8933276679539943
1176,1,0.8230994269117647
1177,0,0.15168257976810484
1178,0,0.14325298261410463
1179,0,0.1776338972625978
1180,0,0.15337101374354703
1181,0,0.14429038174611641
1182,0,0.15477574794929538
1183,1,0.8476186885510516
1184,0,0.15337101374354703
1185,0,0.16360229820649028
1186,0,0.15474721159511926
1187,0,0.14299587373840694
1188,1,0.936673296526937
1189,0,0.15464709102935623
1190,0,0.15246376078430598
1191,0,0.1448883835849411
1192,0,0.14802436471294822
1193,0,0.1308748232656187
1194,0,0.11652580755269687
1195,0,0.14403756595565062
1196,1,0.8531127838849832
1197,1,0.7937031504068329
1198,0,0.3234224023833558
1199,1,0.7688871348086669
1200,0,0.17164215896971005
1201,0,0.43427201065966997
1202,0,0.155180423217147
1203,0,0.1653843413872617
1204,0,0.14367116117045117
1205,1,0.8175450729573733
1206,1,0.8690461343978705
1207,1,0.8542609240316907
1208,0,0.40402825468733056
1209,0,0.15466624575193635
1210,0,0.14336936474480483
1211,0,0.1443321101230906
1212,0,0.14284053220449636
1213,0,0.15773127737466414
1214,0,0.1412231992482828
1215,0,0.15175972982627542
1216,1,0.8638325387220236
1217,0,0.14257203946268032
1218,1,0.7946224243958449
1219,0,0.18157643042608576
1220,0,0.13578045864161797
1221,0,0.14921504313211814
1222,1,0.7837024913296077
1223,0,0.15454141749352043
1224,0,0.15336762746779278
1225,1,0.7748603451477952
1226,0,0.1434233092637201
1227,0,0.15270538913232584
1228,0,0.14410592590753005
1229,0,0.11674929068415993
1230,0,0.15871185402471985
1231,0,0.15337101374354703
1232,0,0.15952097434479706
1233,0,0.1477639124680147
1234,0,0.4227604485269946
1235,1,0.7272126927255173
1236,0,0.07872693293395157
1237,1,0.563820532913402
1238,0,0.1412231992482828
1239,1,0.6044774485451788
1240,0,0.1432514066215127
1241,1,0.874300744364316
1242,1,0.8785608128059595
1243,0,0.1400264105357542
1244,0,0.2400363132866895
1245,0,0.14158232103420618
1246,1,0.7846647571274008
1247,0,0.15411390945042083
1248,1,0.7981157607827508
1249,0,0.14406662264163053
1250,0,0.15143547657776063
1251,0,0.4350345627626285
1252,0,0.1801227645659959
1253,1,0.9070153539403905
1254,1,0.874300744364316
1255,0,0.14443062708869886
1256,1,0.8891606849639863
1257,0,0.4172069469155471
1258,0,0.14844296358537235
1259,1,0.6478610159483861
1260,1,0.8761910219770428
1261,0,0.1295196608479623
1262,0,0.15465881594356462
1263,1,0.8518750949985695
1264,0,0.1575825148529888
1265,0,0.15417163705532042
1266,1,0.9045711664538281
1267,1,0.8386637442125756
1268,0,0.2997719116698205
1269,0,0.14803942900334607
1270,0,0.15562729177478218
1271,0,0.12952167594737352
1272,0,0.15143547657776063
1273,0,0.1505416610379739
1274,1,0.5388108883584152
1275,0,0.47718591648988334
1276,0,0.14105147785638553
1277,1,0.8532187664672756
1278,0,0.14289560402488066
1279,0,0.14561861608189117
1280,0,0.1529489404501273
1281,0,0.12884966140471257
1282,0,0.1680944013313022
1283,1,0.9012183362304114
1284,1,0.5245086144249997
1285,0,0.1521310468320375
1286,0,0.05384025799250266
1287,1,0.8881804017919385
1288,0,0.15015908662587715
1289,1,0.912047280800066
1290,0,0.14449532398625117
1291,0,0.1538766883614037
1292,1,0.8672330249570644
1293,0,0.13846705686193395
1294,1,0.8947514638684979
1295,0,0.20417512674039945
1296,0,0.22165281858869196
1297,0,0.1522876378308794
1298,0,0.1440088635277008
1299,0,0.37367314540744895
1300,1,0.8530748904052644
1301,1,0.8057808835859263
1302,1,0.8531127838849832
1303,1,0.8697608973650526
1304,1,0.5120613731756604
1305,0,0.14429038174611641
1306,1,0.8776773980795831
1307,0,0.1535853317779389
1308,0,0.14429038174611641
1309,0,0.11774710369494072
