Id,SalePrice_pred
1617,82932.06144358387
1618,115602.3375326228
1619,149805.3645199218
1620,162318.71143366495
1621,136422.6844430618
1622,135958.31257727818
1623,267080.1091583821
1624,209195.41271831794
1625,106769.21832102511
1626,177189.21018602277
1627,182353.93192823578
1628,279389.82281124615
1629,173527.5086448348
1630,320786.3267636578
1631,224489.19203099504
1632,231055.66608228942
1633,183889.0864813652
1634,187648.41816656824
1635,173613.52265591364
1636,149371.71387108119
1637,188023.40579344647
1638,200983.04109432458
1639,184639.06854457076
1640,243095.95838364982
1641,181415.38078517155
1642,256617.02429534774
1643,225767.6860601002
1644,229125.93380419532
1645,212906.52687034005
1646,161175.4753755971
1647,160793.3404407203
1648,124415.01103831745
1649,125756.31029423457
1650,117453.79276119992
1651,118844.59601232634
1652,102554.81820657736
1653,103722.14305037248
1654,140362.25033225326
1655,129462.06130099348
1656,130619.77828775307
1657,141264.02714947923
1658,142578.52422174485
1659,115750.44525712133
1660,151749.7556058883
1661,418215.78294407355
1662,366756.0813806091
1663,379892.8272089314
1664,463682.9658807219
1665,336016.2567434822
1666,331707.1878643173
1667,360233.26624029706
1668,356974.69133388967
1669,321975.2589664662
1670,359481.3616637407
1671,262614.08044546406
1672,395330.859000163
1673,287086.8865066349
1674,259452.74644538516
1675,202122.9257900079
1676,199440.53361795144
1677,214481.10864408972
1678,451983.69552478124
1679,378045.63805793255
1680,322781.87274273834
1681,291372.6490424562
1682,324667.90502908477
1683,198699.93921768997
1684,185960.19716872665
1685,183154.58386275446
1686,168942.72061269532
1687,190666.5426656404
1688,193689.9723647242
1689,206456.6594223736
1690,197187.80562757386
1691,189756.57024862315
1692,266077.3941002826
1693,187192.46820063627
1694,179143.4485395042
1695,176289.9553814616
1696,259514.8239795252
1697,181208.67946136201
1698,326669.17601432244
1699,309448.98977939785
1700,260400.60824382515
1701,276820.20197804796
1702,250651.44751108816
1703,242210.58335742663
1704,267966.3101070178
1705,260781.92450315075
1706,404925.0806356454
1707,219272.57983193253
1708,208391.36397815682
1709,255420.01870864828
1710,219553.86355388694
1711,277813.26612400735
1712,242515.45062405223
1713,266981.9737943383
1714,221902.6370653224
1715,210575.87002825824
1716,188315.34603155567
1717,188013.74715519475
1718,147280.48780812055
1719,230219.7395460842
1720,238138.03518248379
1721,183106.26296068408
1722,136155.4657412981
1723,162632.63051619357
1724,202927.47342872553
1725,230013.968395093
1726,191793.03246934185
1727,147136.93847624914
1728,195840.44990959013
1729,155445.06347471065
1730,172003.54696237916
1731,130375.30207979288
1732,128084.69346458408
1733,105747.10751585665
1734,117023.39608704884
1735,136199.0953686838
1736,102195.62329342414
1737,293750.20465991215
1738,247951.55976288806
1739,257171.69277994725
1740,194387.2495907754
1741,181369.2543649244
1742,175994.9463053512
1743,180776.2850536345
1744,321343.2604904935
1745,223841.56279838996
1746,241836.5020455505
1747,218941.16742717387
1748,238327.74801241086
1749,143613.40988964852
1750,147081.70596486513
1751,247987.012802166
1752,105687.42246367234
1753,153139.7596935016
1754,204733.79368153546
1755,166354.7584622024
1756,123517.28675180694
1757,114116.00537767299
1758,145472.76864859182
1759,154969.30364583834
1760,162821.64461430817
1761,154475.3052004956
1762,178218.12947977372
1763,194656.11201101472
1764,109489.8886636894
1765,187376.37931130463
1766,188192.65168672358
1767,219859.72464078592
1768,137139.5584123133
1769,163202.47247447673
1770,157393.95999660747
1771,126670.96221491169
1772,129517.87778535823
1773,113476.23944422188
1774,155755.12329085055
1775,134599.85023234188
1776,138144.36917742892
1777,104246.86254417192
1778,148227.93338474355
1779,116469.3270265803
1780,189771.21080214178
1781,119195.49077380673
1782,67841.27928242419
1783,135942.6013065587
1784,92205.6593737302
1785,130117.76490866118
1786,148339.22857881265
1787,181829.74333741434
1788,44630.475425076176
1789,95934.16293621225
1790,47945.056776224694
1791,208424.9959838534
1792,161574.48413519043
1793,130617.6157239741
1794,168326.9779284337
1795,131282.32120674942
1796,142964.63031187974
1797,141944.34182233195
1798,126303.64793272992
1799,101077.88399572406
1800,132582.93195044994
1801,118824.44350751302
1802,155771.753860949
1803,160230.66823012586
1804,116628.87352039105
1805,139810.73061426214
1806,135852.17846062753
1807,148833.15218914227
1808,126120.23948284492
1809,122224.13897450975
1810,144014.12938375282
1811,94714.37729596681
1812,100179.07626251428
1813,122669.85740672484
1814,82512.92531149118
1815,29742.997297130933
1816,95572.05008066671
1817,102535.719924324
1818,166505.362189266
1819,138044.44600290118
1820,42314.77917630016
1821,128893.42755654866
1822,161370.5550305023
1823,40792.501353421016
1824,145735.22833834038
1825,144718.04983782608
1826,93963.36928465775
1827,109487.87875776913
1828,129595.24158415371
1829,151944.21341471444
1830,148183.29597974068
1831,150229.76368599985
1832,78028.78553331023
1833,149255.53653322463
1834,116522.09951614706
1835,108602.92196037852
1836,133748.8803523801
1837,79458.18660107118
1838,106710.82003623067
1839,104772.23795432362
1840,145967.51179999713
1841,131509.28965489427
1842,86385.57777739305
1843,122960.31263395092
1844,143135.37420252123
1845,153456.51900903293
1846,154173.54829552636
1847,182533.51944059564
1848,24249.97150047749
1849,119730.88738316903
1850,114310.29649131632
1851,144349.49500064904
1852,121966.2222447651
1853,108802.56147236182
1854,174021.81108566598
1855,150169.31278004637
1856,224961.22395122296
1857,152526.02009592488
1858,163175.05000299745
1859,118114.10984736326
1860,146703.4431618602
1861,118597.54355231358
1862,310036.4975358718
1863,308515.4251572093
1864,308529.79688295256
1865,348006.1611044653
1866,349106.9617032044
1867,230285.20582753854
1868,294020.4645610695
1869,210157.74641979407
1870,224058.35772466642
1871,269585.1312548667
1872,181708.9117216961
1873,229257.04540113776
1874,150708.59716379535
1875,204005.33570891691
1876,191889.12542537044
1877,204039.01295785105
1878,210176.65629973196
1879,115459.77836737565
1880,128165.61258291168
1881,243694.53493271786
1882,245331.07001335346
1883,191024.19803004482
1884,209523.68456446327
1885,250268.7891071422
1886,291978.7043031551
1887,217654.19784143532
1888,258408.78556257638
1889,175352.13419542793
1890,101097.1735786357
1891,140372.25381532207
1892,85069.84496976814
1893,123345.71881321086
1894,113700.05767365784
1895,129614.00834430994
1896,119405.46814580623
1897,102732.90676649136
1898,112578.25635262854
1899,161953.04340880516
1900,167418.1499426222
1901,163533.29610861515
1902,160906.25698352943
1903,217873.4231257759
1904,159175.88244174686
1905,194894.92171028012
1906,151200.43429473706
1907,221241.00500779526
1908,115807.11228369502
1909,144770.30390298113
1910,127806.88162724953
1911,220305.8454018401
1912,296413.0869153306
1913,162524.74817096986
1914,61249.41443135936
1915,325488.44572127133
1916,25603.746094088885
1917,248019.94105177495
1918,140633.07546092503
1919,170669.895740219
1920,167172.46666704593
1921,369113.45941374777
1922,341330.05268459185
1923,221695.28921873317
1924,216569.69147613022
1925,215322.73101732024
1926,378523.0823270244
1927,122582.94302793896
1928,153539.65897538426
1929,115571.95658672965
1930,130534.86674662934
1931,135905.16946348318
1932,137214.39613524065
1933,190010.4229938292
1934,176942.2386058896
1935,164299.01057340033
1936,198893.0755724905
1937,175438.02713248323
1938,170960.93991049312
1939,254996.0853360357
1940,201164.7470219111
1941,173218.32278476286
1942,177412.40738477017
1943,223043.2742814651
1944,357832.9066307452
1945,378952.52417301293
1946,138749.92457790632
1947,331514.66905453196
1948,162837.82252921403
1949,241246.90080245823
1950,192674.58508091856
1951,239974.0713661724
1952,205786.39175065895
1953,179670.96772775977
1954,191501.61322779703
1955,126233.84917721912
1956,287087.29707818665
1957,154162.7590076987
1958,273614.6435691521
1959,143399.59634882942
1960,96898.09567111271
1961,122669.14793218204
1962,94256.11567315138
1963,108793.46280336134
1964,98505.73736887705
1965,135978.9527007057
1966,134952.83903074192
1967,297565.69546759303
1968,405565.3857956531
1969,388383.0370982995
1970,403360.91610289086
1971,453768.14346237015
1972,363906.03851878544
1973,293048.194006626
1974,338836.21955056384
1975,463856.9109156657
1976,277416.4039669675
1977,361818.2737528907
1978,348572.1380156865
1979,308746.42845923733
1980,198190.5541806501
1981,342253.7463352857
1982,218118.40370222705
1983,206166.8576500398
1984,189302.39872251017
1985,234495.64794049805
1986,212834.8104432994
1987,206218.26670422847
1988,177333.32224147694
1989,201043.20448439507
1990,213361.2195891919
1991,218464.70794828137
1992,227337.66351942893
1993,178285.4816274916
1994,238704.44910382168
1995,186103.26420746517
1996,289945.6731262873
1997,340490.00212882576
1998,306622.8462041897
1999,289772.9593490305
2000,313736.5250274375
2001,279069.33346608304
2002,256228.82066317805
2003,251240.50756692805
2004,273211.1541728741
2005,244495.64163430902
2006,212975.3162051489
2007,249038.2632539183
2008,212709.4128025719
2009,204299.7506484749
2010,202846.9303489216
2011,153599.40342740805
2012,187037.881447135
2013,174941.1882009908
2014,181863.1927732373
2015,199659.85822927902
2016,195618.93943398702
2017,197594.40708246175
2018,124483.95965978908
2019,137159.49239874555
2020,92292.06757135602
2021,99391.20381797806
2022,181226.97484560995
2023,142383.03533265702
2024,297177.6168348444
2025,354235.25694615743
2026,168781.11876780872
2027,154751.21726543686
2028,167724.14913736586
2029,163131.2829250598
2030,262618.02153324644
2031,242811.40335340757
2032,268365.5673649403
2033,251996.3860891402
2034,176320.81026064037
2035,223054.5571327895
2036,200997.65884340229
2037,203253.61077644536
2038,317840.3779175783
2039,233562.15649996718
2040,314482.5180612572
2041,290983.12263299536
2042,209046.13163880064
2043,175157.4168816944
2044,187965.54349072027
2045,188748.30476078027
2046,139108.4478172986
2047,144284.60431401938
2048,150056.58900662168
2049,134895.89162705388
2050,172340.6680176269
2051,110260.56033458962
2052,132025.540605199
2053,146292.05213794025
2054,77741.9695905115
2055,157220.19763646665
2056,147624.2084330034
2057,111632.47650729853
2058,207728.73168432884
2059,125412.8173209852
2060,170713.59592574136
2061,187148.22869305834
2062,121773.09853398314
2063,113643.21026397715
2064,121908.09507058405
2065,123388.65456918937
2066,170215.3272386268
2067,129965.27101194864
2068,141871.9035776814
2069,78148.42764420586
2070,104899.91438269855
2071,93395.83910172193
2072,140286.33716718954
2073,130975.77243362257
2074,159369.1693446294
2075,161581.83158412456
2076,120908.33008921254
2077,149064.77706081042
2078,119253.07117990837
2079,140416.23811338632
2080,122809.06627304698
2081,124593.54059247934
2082,138212.23628119766
2083,148441.89172371323
2084,99607.64877150455
2085,112384.19938217562
2086,143632.50087079025
2087,134925.08086762598
2088,95899.52586020343
2089,75367.84890775546
2090,128932.4577084476
2091,86929.64077292212
2092,125291.56679470662
2093,149214.35403053905
2094,115713.66668380503
2095,128042.36982597885
2096,83373.08393554387
2097,95362.71655497431
2098,153567.6404285482
2099,30446.131704316038
2100,76860.95771001764
2101,107817.42563237625
2102,142048.16529931003
2103,91442.89883796326
2104,145565.0071630838
2105,136351.423016218
2106,25577.77407009073
2107,206701.05741133302
2108,114618.70715886822
2109,105271.87197222281
2110,122009.04668430312
2111,153120.96911458645
2112,132918.25839447833
2113,123290.82260177367
2114,127340.65528533075
2115,163917.28166027772
2116,120061.51405291691
2117,150148.03894371248
2118,130758.11534534376
2119,107083.06634949567
2120,122591.68861336776
2121,105617.91264132594
2122,104381.95884743903
2123,85108.84585556682
2124,182948.80018897157
2125,141297.53016824307
2126,152789.4707106217
2127,173538.35937457567
2128,140100.44968450046
2129,88010.91020387696
2130,137514.36650146748
2131,146968.0436720295
2132,107765.88359303118
2133,131209.02996902738
2134,121151.06682493782
2135,102922.00813851928
2136,49549.47913598157
2137,121523.80048563582
2138,141843.1389392466
2139,149226.20782056428
2140,138353.8335112196
2141,166676.50546598464
2142,125808.05866028662
2143,144058.17321543454
2144,113440.70874747567
2145,141103.85995557354
2146,188181.89851380608
2147,149053.8490628392
2148,139743.39105234112
2149,157812.95365544572
2150,226740.9725247946
2151,128440.18401978248
2152,184618.59479294906
2153,196315.28532276955
2154,96266.23346820922
2155,139433.9834573415
2156,260680.18972587714
2157,224942.10415149154
2158,232944.36423603282
2159,229800.63496304967
2160,184448.7013229847
2161,240106.46377410833
2162,373655.40795427
2163,346608.37531886995
2164,252081.9008513472
2165,197297.09619103474
2166,160100.65139559034
2167,224258.0924097524
2168,189625.00109602825
2169,196761.97659367314
2170,213649.70547643717
2171,157065.48242874027
2172,138475.58571521743
2173,170032.84276169236
2174,222677.98748777143
2175,264693.86764273176
2176,307401.1990526146
2177,234316.6282634174
2178,219605.755693437
2179,146327.87244751054
2180,230187.44818804407
2181,198156.4666333936
2182,220209.7783175956
2183,196266.66631737188
2184,130565.1660719979
2185,136777.64064529267
2186,139214.57529288897
2187,159096.51621222292
2188,166335.22162053606
2189,316137.6525384638
2190,68632.81046872334
2191,58613.014161983694
2192,73547.15527593721
2193,122294.87968541382
2194,94464.73156186518
2195,80795.03967331072
2196,114404.93574015264
2197,103253.88252099704
2198,153863.55069204172
2199,173990.96130096912
2200,148701.04328405357
2201,149757.83050541964
2202,197558.20350762844
2203,151224.76550967374
2204,170029.277569357
2205,127138.11715997742
2206,160649.6471341207
2207,213949.40632938166
2208,237396.1739541894
2209,219284.29259062902
2210,117044.48696468245
2211,123414.47689063102
2212,128472.91221523161
2213,102200.52211546915
2214,157770.2516715633
2215,100279.05810692342
2216,148014.64433422667
2217,51758.51127763241
2218,89998.81666724852
2219,83843.75757825497
2220,46071.06071051795
2221,326398.0918632527
2222,308391.87561328843
2223,287041.24675817904
2224,219369.2950395299
2225,134405.20148289995
2226,183161.47455299922
2227,196365.90063307306
2228,292863.4699959842
2229,239336.33215248518
2230,157858.51018203388
2231,213833.30153421115
2232,171899.5810471633
2233,177127.07759724458
2234,257328.7543151175
2235,244505.11137523025
2236,247946.32822984265
2237,305122.55601982516
2238,214189.40246350277
2239,129812.18813310345
2240,173879.62854145886
2241,139824.62774467393
2242,123297.16954053604
2243,131173.72919013523
2244,100977.92748947375
2245,112774.1452379318
2246,132737.93421865132
2247,120747.20826344493
2248,122090.75745927708
2249,113662.4310780983
2250,124328.09542399395
2251,112121.5070059587
2252,176183.29841644756
2253,164461.16969006826
2254,177239.09304795915
2255,195501.68210375356
2256,181980.40276911895
2257,215091.44092693506
2258,156934.65258715636
2259,173902.74188306142
2260,147548.1241041431
2261,216278.41273440974
2262,233133.8243258263
2263,358482.2149694331
2264,408251.7177331197
2265,169959.8052177592
2266,303291.6466004185
2267,365232.6467404866
2268,410784.33198206197
2269,162654.60126894855
2270,192717.02693866918
2271,203131.334517603
2272,205340.2673532992
2273,154568.3281020268
2274,178282.90825520386
2275,155781.8702415181
2276,194313.110782509
2277,187363.97245534582
2278,154956.59353017784
2279,126603.86294056207
2280,106939.52359926901
2281,165154.82252620548
2282,170967.94489249136
2283,111745.68282359636
2284,125446.14158727205
2285,130196.46804896959
2286,117646.42747204631
2287,382435.71133053844
2288,294168.14957880473
2289,322150.15978654823
2290,421731.0135328186
2291,339861.10160715424
2292,416663.5708163518
2293,432196.14614090044
2294,386550.3866955059
2295,430540.71307960816
2296,261940.88158170492
2297,364977.7796398783
2298,372435.6433955136
2299,349570.5812492758
2300,328442.6428710762
2301,326134.03870326874
2302,256443.5979511161
2303,250926.95023789955
2304,248724.50694368687
2305,200032.2807456756
2306,201060.85055853907
2307,210686.29064236308
2308,220268.04098322446
2309,308039.3106453485
2310,205131.7248328211
2311,215064.291134519
2312,170382.8114030144
2313,181984.48753365286
2314,179840.66123560586
2315,179486.06100558632
2316,209775.06301573012
2317,188219.62637113518
2318,181751.2566864479
2319,183008.686701628
2320,179457.48377507276
2321,248093.4456190266
2322,192325.30747543377
2323,206095.05592018913
2324,195371.47521059646
2325,209937.42327760343
2326,182849.64272724
2327,204578.20691193163
2328,222926.5467572523
2329,189370.31084073984
2330,184916.01221592652
2331,331009.35802162683
2332,395314.93287215725
2333,314887.33902754524
2334,275638.28195119195
2335,302800.4800178318
2336,307546.2481769528
2337,203612.83436947735
2338,249258.49401741556
2339,228890.2296852962
2340,381466.61627725436
2341,206185.9834812858
2342,235952.1740256672
2343,225938.57360993256
2344,236703.218713902
2345,234558.37933909643
2346,207885.02178089434
2347,196547.51978345506
2348,234516.1396623206
2349,179190.5148846451
2350,306202.9679491564
2351,267725.06467260676
2352,250824.53234372276
2353,251649.2530273973
2354,144709.17532760196
2355,163687.50333084408
2356,163693.97244924156
2357,195351.68365386347
2358,196357.9990640743
2359,126553.53089318902
2360,114637.90190023681
2361,144984.09581867652
2362,257664.74450810807
2363,155967.48044597483
2364,187288.02561500642
2365,213444.0769604256
2366,182639.5356023855
2367,205612.87374011395
2368,214619.125038464
2369,193879.03567459973
2370,162552.6971036301
2371,160875.3802486837
2372,201523.88363877256
2373,296105.54084275797
2374,307342.4626184263
2375,250298.4778555208
2376,282041.33086851717
2377,325541.700523698
2378,146882.9089179028
2379,224088.4932223481
2380,155359.35070051125
2381,172076.65464732706
2382,215166.29444403233
2383,198113.76581934292
2384,235211.49892376104
2385,165314.0064823752
2386,126537.78160974538
2387,132903.79682858312
2388,105790.75100237384
2389,118064.71454334591
2390,146093.4067037789
2391,126944.66529568902
2392,116073.30999776497
2393,167588.21986503637
2394,142490.87874886126
2395,211517.59450499804
2396,140774.97726575067
2397,211889.70725127088
2398,135411.03071989317
2399,59512.953186784376
2400,59931.94650532669
2401,121070.56454412855
2402,137554.77731618207
2403,139409.33901176456
2404,139048.97962141188
2405,167934.38151788653
2406,138366.04191601448
2407,118334.24896897277
2408,150096.55812385937
2409,109647.15865269979
2410,184804.09996006792
2411,109068.17613721255
2412,153151.90466573468
2413,128018.99714246969
2414,163118.72896857068
2415,133026.71419902635
2416,127726.36776230711
2417,129446.69731301571
2418,127854.15720740342
2419,125421.54462611461
2420,117312.49270043556
2421,131128.8656466091
2422,97029.01953270257
2423,115402.83579696584
2424,157005.60536306477
2425,216712.18616074408
2426,128119.7017553398
2427,125861.08645333583
2428,193387.68396552955
2429,101381.5424777148
2430,133817.10391890668
2431,102294.31985746147
2432,146120.854395214
2433,151637.6026111739
2434,145896.24918603408
2435,163272.88605045018
2436,114919.82764620747
2437,103262.80351698244
2438,110008.47504933082
2439,103996.9255944349
2440,125374.96231099687
2441,105679.1499360444
2442,94482.12775269613
2443,138299.1117381471
2444,112781.48580486306
2445,79080.22029553592
2446,136434.7491430212
2447,201014.08014738592
2448,138360.44690174292
2449,114165.51252111577
2450,151330.27648659504
2451,120231.2713264033
2452,201999.39220256862
2453,94413.1995491928
2454,106192.04373731281
2455,120255.28635626909
2456,145598.22908385933
2457,127252.3061601859
2458,138508.16813854562
2459,109616.57356043902
2460,154738.36192393384
2461,135450.73906282388
2462,135277.63644629385
2463,132350.07958036885
2464,179090.82987430264
2465,134015.66621444697
2466,124252.0254035657
2467,152191.2600987877
2468,79115.47295586784
2469,73900.9218124706
2470,203113.70138469577
2471,222856.84304230235
2472,166555.81898639642
2473,110212.90500472067
2474,71373.95386997478
2475,220839.57257791265
2476,104108.31916254421
2477,103659.7166661376
2478,141790.6660546391
2479,108499.93803392863
2480,158821.33990462834
2481,127482.96955044182
2482,117150.47774596434
2483,103510.1276328112
2484,126427.84109763446
2485,127541.61068278739
2486,152730.66425752288
2487,187653.13985906422
2488,167775.10371101496
2489,159169.20958136546
2490,145642.65524355485
2491,103258.2034147344
2492,190178.562670347
2493,159516.4609359436
2494,145273.30774996523
2495,89727.33575735934
2496,235663.77788698432
2497,153764.16908384959
2498,102715.91150147049
2499,73948.77436216657
2500,102419.08506428567
2501,136499.6456817112
2502,150974.98874794596
2503,92501.4338196132
2504,166506.36062388113
2505,224979.76099669878
2506,247278.7055666208
2507,272254.1809693435
2508,247457.55782305426
2509,217695.38753818753
2510,210210.69925436925
2511,183480.7978123545
2512,228103.51779717984
2513,224620.5741002602
2514,274259.4816662684
2515,140762.68001153716
2516,173285.08843912111
2517,145053.86196826404
2518,150095.4928102569
2519,236772.2205605631
2520,212088.85992984253
2521,195225.48108716897
2522,218888.75270937308
2523,114174.7140309637
2524,124625.49919697516
2525,125405.84871435777
2526,140319.2459338454
2527,118462.45842133497
2528,123980.01190233631
2529,155181.01341650233
2530,125960.49990674443
2531,259725.02239690235
2532,223828.9663337588
2533,202789.11288977394
2534,248404.22520587104
2535,275357.2110814834
2536,230774.17024000257
2537,239839.3300021753
2538,185318.813941313
2539,199905.24364018164
2540,180131.67455254146
2541,189452.65248171284
2542,172313.8483600351
2543,129081.85980300324
2544,105652.38253502428
2545,130524.18819674078
2546,128560.43570080801
2547,148331.2484732473
2548,163748.35157609096
2549,155618.31321380174
2550,603378.2002122832
2551,154397.11266599307
2552,136719.84590946586
2553,59651.905599995705
2554,84206.51956498327
2555,102618.87890419023
2556,84061.64516907558
2557,105533.41354444585
2558,177869.64704295728
2559,141200.7670214452
2560,148311.97542840117
2561,155256.72741265886
2562,146280.53230219038
2563,152095.62723846827
2564,202309.47758260227
2565,153375.7648445231
2566,147721.44188800483
2567,126475.45728286068
2568,194959.93135384895
2569,202801.63259409976
2570,121230.30983918562
2571,185072.73213341515
2572,169328.5549832351
2573,210079.26963841243
2574,289875.45337368804
2575,136958.57407268847
2576,129253.57676532448
2577,166192.90990650916
2578,77909.82125335801
2579,31762.5674590243
2580,116880.1691824453
2581,128896.66177551486
2582,135429.09133804555
2583,284392.0064724717
2584,160544.60268616234
2585,184665.38636447254
2586,218030.50828800688
2587,196388.8940946365
2588,130914.3742303322
2589,148752.54412201172
2590,202104.6015384365
2591,261098.6028587825
2592,212264.7656673559
2593,249814.68709530978
2594,175196.17610077476
2595,225350.43694243982
2596,291897.79453130416
2597,204484.80494211824
2598,276725.7906901882
2599,356348.62110066786
2600,166320.7743343416
2601,160224.02369739313
2602,71632.64531384682
2603,90227.87699077734
2604,81255.34538685573
2605,71500.24295232845
2606,137880.22777108988
2607,230337.77679479474
2608,203592.59520602436
2609,171421.91373299205
2610,103980.73037155709
2611,132289.5423889189
2612,159637.16946180843
2613,129448.08143791236
2614,114192.86433222504
2615,159915.35922041346
2616,158383.43529918915
2617,193641.41777146145
2618,239026.15294577018
2619,203382.81865047888
2620,189032.88943865435
2621,173260.78645447383
2622,183674.46395055443
2623,233106.16598960094
2624,267423.9926770774
2625,273982.78075166675
2626,168263.73196090304
2627,167240.14106079005
2628,415819.5090569675
2629,462500.86340509204
2630,350532.5431588006
2631,418174.0703477628
2632,383429.7668713799
2633,301755.44527267036
2634,404580.96478913096
2635,153165.57119352103
2636,181777.67075850058
2637,219441.04210450884
2638,256056.70874532658
2639,178998.49257244501
2640,148747.69105922044
2641,95460.34080128503
2642,177588.92791479672
2643,116066.32894102251
2644,112919.99208218919
2645,108297.5819226107
2646,94601.699825871
2647,109802.35182885683
2648,141037.06755717605
2649,161597.158022482
2650,132452.70106406743
2651,131467.23579328202
2652,370944.8084993923
2653,258129.36175635073
2654,274221.88120676164
2655,402489.53370997385
2656,325319.1437765402
2657,348792.2694573786
2658,318257.90618685866
2659,330400.05692173645
2660,346477.2053669767
2661,354389.6645192745
2662,383733.6038963525
2663,269724.1728465086
2664,301657.116757777
2665,327695.50072387536
2666,294914.54128157033
2667,176256.19209649184
2668,185979.33885860356
2669,185603.06677864952
2670,266770.174499996
2671,187458.15371688025
2672,188883.56613811804
2673,200240.40844989417
2674,201138.72447667347
2675,178431.22797692433
2676,202667.8853020214
2677,194556.02572624251
2678,248924.3096641836
2679,277378.32579150697
2680,294449.99262926343
2681,406139.7119428813
2682,319321.8619181447
2683,474425.29058183637
2684,329290.978224442
2685,324521.7107064284
2686,245412.5312142874
2687,276383.7733837454
2688,214740.6738668784
2689,204788.7684371233
2690,356834.10693338665
2691,195823.60113269303
2692,155218.90485779758
2693,200357.51731046702
2694,150243.71379473773
2695,198995.1684126161
2696,190525.06063391824
2697,187621.92608384512
2698,211421.97214967944
2699,167916.37903187395
2700,144631.83492800628
2701,160227.73091942808
2702,121818.53544169969
2703,149584.06713195346
2704,143960.01908928918
2705,112046.92257996848
2706,104645.2003563385
2707,134861.50353098076
2708,121245.44779060116
2709,107197.8620856028
2710,126413.21503991235
2711,276208.9278439419
2712,387582.8401190615
2713,167598.0137116351
2714,154508.4458767527
2715,170132.94560519408
2716,150697.94980146876
2717,202792.79764906946
2718,225265.24818016737
2719,128979.79316806773
2720,192086.07535058632
2721,134834.79988446867
2722,170232.8847021958
2723,166817.53068645077
2724,131858.7689989826
2725,122386.29719745241
2726,135982.20921820877
2727,176961.89308578274
2728,175982.68078700127
2729,139934.0527467692
2730,143233.77725096556
2731,133332.00148131084
2732,137179.00227143784
2733,160284.66624479933
